publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Journal of the Peripheral Nervous System","1085-9489","1529-8027",2000-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8027",,"10.1111/(ISSN)1529-8027","","","",""
"Journal of the Royal Statistical Society: Series A","0964-1998","1467-985X",1997-01-01,160,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-985X",,"10.1111/(ISSN)1467-985X","","","",""
"Journal of the Royal Statistical Society: Series B","1369-7412","1467-9868",1997-01-01,59,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9868",,"10.1111/(ISSN)1467-9868","","","",""
"Journal of the Royal Statistical Society: Series C","0035-9254","1467-9876",1997-01-01,46,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9876",,"10.1111/(ISSN)1467-9876","","","",""
"Journal of the Science of Food and Agriculture","0022-5142","1097-0010",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0010",,"10.1002/(ISSN)1097-0010","","","",""
"Journal of the Society For information Display","1071-0922","1938-3657",1993-01-01,1,1,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1938-3657",,"10.1002/(ISSN)1938-3657","","","",""
"Journal of the World Aquaculture Society","0893-8849","1749-7345",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-7345",,"10.1111/(ISSN)1749-7345","","","",""
"Journal of Time Series Analysis","0143-9782","1467-9892",1997-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9892",,"10.1111/(ISSN)1467-9892","","","",""
"Journal of Traumatic Stress","0894-9867","1573-6598",1998-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1573-6598",,"10.1002/(ISSN)1573-6598","","","",""
"Journal of Travel Medicine","1195-1982","1708-8305",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1708-8305",,"10.1111/(ISSN)1708-8305","","","free back issues after 1 year back to 1994",""
"Journal of Urban Affairs","0735-2166","1467-9906",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9906",,"10.1111/(ISSN)1467-9906","","","",""
"Journal of Vegetation Science","1100-9233","1654-1103",1997-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1654-1103",,"10.1111/(ISSN)1654-1103","","","","International Association of Vegetation Science"
"Journal of Veterinary Emergency and Critical Care","1479-3261","1476-4431",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1476-4431",,"10.1111/(ISSN)1476-4431","","","",""
"Journal of Veterinary internal Medicine","0891-6640","1939-1676",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-1676",,"10.1111/(ISSN)1939-1676","","","",""
"Journal of Veterinary Pharmacology and therapeutics","0140-7783","1365-2885",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2885",,"10.1111/(ISSN)1365-2885","","","",""
"Journal of Vinyl and Additive Technology","1083-5601","1548-0585",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1548-0585",,"10.1002/(ISSN)1548-0585","","","",""
"Journal of Viral Hepatitis","1352-0504","1365-2893",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2893",,"10.1111/(ISSN)1365-2893","","","",""
"Journal of Zoological Systematics and Evolutionary  Research","0947-5745","1439-0469",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0469",,"10.1111/(ISSN)1439-0469","","","",""
"Journal of Zoology","0952-8369","1469-7998",1997-01-01,241,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7998",,"10.1111/(ISSN)1469-7998","","","",""
"Juvenile and Family Court Journal","0161-7109","1755-6988",1997-01-01,48,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6988",,"10.1111/(ISSN)1755-6988","","","",""
"Knowledge and Process Management: the Journal of Corporate Transformation","1092-4604","1099-1441",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1441",,"10.1002/(ISSN)1099-1441","","","",""
"Kyklos International Review of Social Sciences","0023-5962","1467-6435",1997-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6435",,"10.1111/(ISSN)1467-6435","","","",""
"Labour","1121-7081","1467-9914",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9914",,"10.1111/(ISSN)1467-9914","","","",""
"Lakes and Reservoirs: Research and Management","1320-5331","1440-1770",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1770",,"10.1111/(ISSN)1440-1770","","","",""
"Land Degradation and Development","1085-3278","1099-145X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-145X",,"10.1002/(ISSN)1099-145X","","","",""
"Language Learning","0023-8333","1467-9922",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9922",,"10.1111/(ISSN)1467-9922","","","",""
"Laser Physics Letters","1612-2011","1612-202X",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1612-202X",,"10.1002/(ISSN)1612-202X","","","","IOP"
"Laser Technik Journal","1613-7728","1863-9119",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1863-9119",,"10.1002/(ISSN)1863-9119","","","",""
"Lasers in Surgery and Medicine","0196-8092","1096-9101",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9101",,"10.1002/(ISSN)1096-9101","","","",""
"Latin American Policy","2041-7365","2041-7373",2010-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-7373",,"10.1111/(ISSN)2041-7373","","","",""
"Latin American Politics and Society","1531-426X","1548-2456",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-2456",,"10.1111/(ISSN)1548-2456","","","","University of Miami"
"Law and Policy","0265-8240","1467-9930",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9930",,"10.1111/(ISSN)1467-9930","","","",""
"Law and Social inquiry","0897-6546","1747-4469",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-4469",,"10.1111/(ISSN)1747-4469","","","",""
"Law and Society Review","0023-9216","1540-5893",2003-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5893",,"10.1111/(ISSN)1540-5893","","","",""
"Leader to Leader","1087-8149","1531-5355",2000-01-01,2000,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1531-5355",,"10.1002/(ISSN)1531-5355","","","",""
"Learning Disabilities Research and Practice","0938-8982","1540-5826",2001-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5826",,"10.1111/(ISSN)1540-5826","","","",""
"Legal and Criminological Psychology","1355-3259","2044-8333",1999-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8333",,"10.1111/(ISSN)2044-8333","","","",""
"Legal Studies","0261-3875","1748-121X",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-121X",,"10.1111/(ISSN)1748-121X","","","",""
"Legislative Studies Quarterly","0362-9805","1939-9162",2002-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-9162",,"10.1002/(ISSN)1939-9162","","","",""
"Lethaia","0024-1164","1502-3931",1997-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1502-3931",,"10.1111/(ISSN)1502-3931","","","",""
"Letters in Applied Microbiology","0266-8254","1472-765X",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-765X",,"10.1111/(ISSN)1472-765X","","","free back issues after 3 years back to Jan 1st 1997",""
"Leviathan","1525-6995","1750-1849",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-1849",,"10.1111/(ISSN)1750-1849","","","","The Johns Hopkins University Press"
"Lipid Technology","0956-666X","1863-5377",2006-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1863-5377",,"10.1002/(ISSN)1863-5377","","","",""
"Literacy","1741-4350","1741-4369",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-4369",,"10.1111/(ISSN)1741-4369","","","",""
"Literature Compass ","","1741-4113",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-4113",,"10.1111/(ISSN)1741-4113","","","",""
"Liver International","1478-3223","1478-3231",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-3231",,"10.1111/(ISSN)1478-3231","","","",""
"Liver Transplantation","1527-6465","1527-6473",2000-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1527-6473",,"10.1002/(ISSN)1527-6473","","","free back issues after 1 year back to Vol 1, 1995. Previous title to 2000 is Liver Transplantation and Surgery ontent from 1995 - 1999",""
"Lubrication Science","0954-0075","1557-6833",2006-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1557-6833",,"10.1002/(ISSN)1557-6833","","","",""
"Luminescence: the Journal of Biological and  Chemical Luminescence","1522-7235","1522-7243",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7243",,"10.1002/(ISSN)1522-7243","","","",""
"Macromolecular Bioscience","1616-5187","1616-5195",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1616-5195",,"10.1002/(ISSN)1616-5195","","","",""
"Macromolecular Chemistry and Physics","1022-1352","1521-3935",1998-01-01,199,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3935",,"10.1002/(ISSN)1521-3935","","","",""
"Macromolecular Materials and Engineering","1438-7492","1439-2054",1998-01-01,254,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1439-2054",,"10.1002/(ISSN)1439-2054","","","",""
"Macromolecular Rapid Communications","1022-1336","1521-3927",1998-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3927",,"10.1002/(ISSN)1521-3927","","","",""
"Macromolecular Symposia ","1022-1360","1521-3900",2000-01-01,149,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3900",,"10.1002/(ISSN)1521-3900","","","",""
"Macromolecular theory and Simulations","1022-1344","1521-3919",1998-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3919",,"10.1002/(ISSN)1521-3919","","","",""
"Magnetic Resonance in Chemistry","0749-1581","1097-458X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-458X",,"10.1002/(ISSN)1097-458X","","","",""
"Magnetic Resonance in Medicine","0740-3194","1522-2594",1999-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2594",,"10.1002/(ISSN)1522-2594","","","",""
"Mammal Review","0305-1838","1365-2907",1997-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2907",,"10.1111/(ISSN)1365-2907","","","",""
"Management and Organization Review","1740-8776","1740-8784",2005-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-8784",,"10.1111/(ISSN)1740-8784","","","",""
"Management Report For Nonunion Organizations","0745-4880","1530-8286",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1530-8286",,"10.1002/(ISSN)1530-8286","","","",""
"Managerial and Decision Economics","0143-6570","1099-1468",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1468",,"10.1002/(ISSN)1099-1468","","","",""
"Marine Ecology","0173-9565","1439-0485",1997-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0485",,"10.1111/(ISSN)1439-0485","","","",""
"Marine Mammal Science","0824-0469","1748-7692",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-7692",,"10.1111/(ISSN)1748-7692","","","",""
"Mass Spectrometry Reviews","0277-7037","1098-2787",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2787",,"10.1002/(ISSN)1098-2787","","","",""
"Materials and Corrosion/Werkstoffe Und Korrosion","0947-5117","1521-4176",1998-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4176",,"10.1002/(ISSN)1521-4176","","","",""
"Materialwissenschaft Und Werkstofftechnik","0933-5137","1521-4052",1999-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4052",,"10.1002/(ISSN)1521-4052","","","",""
"Maternal and Child Nutrition","1740-8695","1740-8709",2005-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-8709",,"10.1111/(ISSN)1740-8709","","","",""
"Mathematical Finance","0960-1627","1467-9965",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9965",,"10.1111/(ISSN)1467-9965","","","",""
"Mathematical Methods in the Applied Sciences","0170-4214","1099-1476",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1476",,"10.1002/(ISSN)1099-1476","","","",""
"Mathematische Nachrichten","0025-584X","1522-2616",2000-01-01,198,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2616",,"10.1002/(ISSN)1522-2616","","","",""
"Mauerwerk","1432-3427","1437-1022",2004-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1022",,"10.1002/(ISSN)1437-1022","","","",""
"Medical and Veterinary Entomology","0269-283X","1365-2915",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2915",,"10.1111/(ISSN)1365-2915","","","",""
"Medical Anthropology Quarterly","0745-5194","1548-1387",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1387",,"10.1111/(ISSN)1548-1387","","","",""
"Medical Education","0308-0110","1365-2923",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2923",,"10.1111/(ISSN)1365-2923","","","",""
"Medicinal Research Reviews","0198-6325","1098-1128",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1128",,"10.1002/(ISSN)1098-1128","","","",""
"Mental Health Weekly","1058-1103","1556-7583",2005-01-01,15,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7583",,"10.1002/(ISSN)1556-7583","","","",""
"Metaphilosophy","0026-1068","1467-9973",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9973",,"10.1111/(ISSN)1467-9973","","","",""
"Meteoritics and Planetary Science","1086-9379","1945-5100",2010-01-01,43,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1945-5100",,"10.1111/(ISSN)1945-5100","","","",""
"Meteorological Applications","1350-4827","1469-8080",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-8080",,"10.1002/(ISSN)1469-8080","","","",""
"Metroeconomica","0026-1386","1467-999X",1997-01-01,48,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-999X",,"10.1111/(ISSN)1467-999X","","","",""
"Microbiology and Immunology","0385-5600","1348-0421",2008-01-01,52,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1348-0421",,"10.1111/(ISSN)1348-0421","","","",""
"MicroBiologyOpen","","2045-8827",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-8827",,"10.1002/(ISSN)2045-8827","","","",""
"Microcirculation","1073-9688","1549-8719",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-8719",,"10.1111/(ISSN)1549-8719","","","",""
"Microscopy Research and Technique","1059-910X","1097-0029",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0029",,"10.1002/(ISSN)1097-0029","","","",""
"Microsurgery","0738-1085","1098-2752",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2752",,"10.1002/(ISSN)1098-2752","","","",""
"Microwave and Optical Technology Letters","0895-2477","1098-2760",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2760",,"10.1002/(ISSN)1098-2760","","","",""
"Middle East Policy","1061-1924","1475-4967",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4967",,"10.1111/(ISSN)1475-4967","","","",""
"Midwest Studies in Philosophy","0363-6550","1475-4975",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4975",,"10.1111/(ISSN)1475-4975","","","",""
"Milton Quarterly","0026-4326","1094-348X",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1094-348X",,"10.1111/(ISSN)1094-348X","","","","The Johns Hopkins University Press"
"Mind and Language","0268-1064","1468-0017",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0017",,"10.1111/(ISSN)1468-0017","","","",""
"Mitteilungen Aus Dem Museum Fuer Naturkunde in  Berlin-Deutsche Entomologische Zeitschrift","1435-1951","1860-1324",2005-01-01,52,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1860-1324",,"10.1002/(ISSN)1860-1324","","","",""
"MLQ- Mathematical Logic Quarterly","0942-5616","1521-3870",2000-01-01,46,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3870",,"10.1002/(ISSN)1521-3870","","","",""
"Modern Language Journal","0026-7902","1540-4781",1999-01-01,83,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4781",,"10.1111/(ISSN)1540-4781","","","",""
"Modern theology","0266-7177","1468-0025",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0025",,"10.1111/(ISSN)1468-0025","","","",""
"Molecular Carcinogenesis","0899-1987","1098-2744",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2744",,"10.1002/(ISSN)1098-2744","","","",""
"Molecular Ecology","0962-1083","1365-294X",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-294X",,"10.1111/(ISSN)1365-294X","","","",""
"Molecular Ecology Resources","1755-098X","1755-0998",2001-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0998",,"10.1111/(ISSN)1755-0998","","","",""
"Molecular informatics","1868-1743","1868-1751",1998-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1611-0218",,"","","","",""
"Molecular Microbiology","0950-382X","1365-2958",1997-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2958",,"10.1111/(ISSN)1365-2958","","","free back issues after 18 months back to Jan 1st 1997",""
"Molecular Nutrition and Food Research","1613-4125","1613-4133",1998-01-01,42,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-4133",,"10.1002/(ISSN)1613-4133","","","",""
"Molecular Oral Microbiology","2041-1006","2041-1014",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-302X",,"","","","",""
"Molecular Plant Pathology","1464-6722","1364-3703",2000-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1364-3703",,"10.1111/(ISSN)1364-3703","","","",""
"Molecular Reproduction and Development","1040-452X","1098-2795",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2795",,"10.1002/(ISSN)1098-2795","","","",""
"Monographs of the Society For Research in Child Development","0037-976X","1540-5834",1997-01-01,62,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5834",,"10.1111/(ISSN)1540-5834","","","",""
"Monthly Notices of the Royal Astronomical Society","0035-8711","1365-2966",1998-01-01,293,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2966",,"10.1111/(ISSN)1365-2966","","","",""
"Monthly Notices of the Royal Astronomical Society:  Letters ","1745-3925","1745-3933",2005-01-01,356,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-3933",,"10.1111/(ISSN)1745-3933","","","",""
"Movement Disorders","0885-3185","1531-8257",1999-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1531-8257",,"10.1002/(ISSN)1531-8257","","","",""
"Muscle and Nerve","0148-639X","1097-4598",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4598",,"10.1002/(ISSN)1097-4598","","","",""
"Musculoskeletal Care","1478-2189","1557-0681",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1557-0681",,"10.1002/(ISSN)1557-0681","","","",""
"Museum Anthropology","0892-8339","1548-1379",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1379",,"10.1111/(ISSN)1548-1379","","","",""
